,ORIGIN_AIRPORT,DESTINATION_AIRPORT,TOTAL_FLIGHTS,ARRIVAL_DELAY,DELAY_RATIO
2196,JAC,DEN,1060,343,0.324
2197,JAC,DFW,364,102,0.28
2198,JAC,EWR,40,30,0.75
2199,JAC,IAD,17,8,0.471
2200,JAC,IAH,100,27,0.27
2201,JAC,JFK,4,3,0.75
2202,JAC,LAX,244,125,0.512
2203,JAC,MSP,134,16,0.119
2204,JAC,ORD,250,90,0.36
2205,JAC,SEA,23,7,0.304
2206,JAC,SFO,164,65,0.396
2207,JAC,SLC,944,158,0.167
2208,JAN,ATL,2278,521,0.229
2209,JAN,DFW,2187,1046,0.478
2210,JAN,IAH,1896,624,0.329
2211,JAN,ORD,544,149,0.274
2212,JAN,PIA,0,0,
2213,JAX,ATL,5072,1480,0.292
2214,JAX,BNA,902,323,0.358
2215,JAX,BOS,673,244,0.363
2216,JAX,BWI,1089,317,0.291
2217,JAX,CLT,2074,720,0.347
2218,JAX,DCA,662,124,0.187
2219,JAX,DEN,337,51,0.151
2220,JAX,DFW,1220,360,0.295
2221,JAX,DTW,230,37,0.161
2222,JAX,EWR,873,346,0.396
2223,JAX,FLL,724,272,0.376
2224,JAX,HOU,366,143,0.391
2225,JAX,IAD,13,5,0.385
2226,JAX,IAH,603,248,0.411
2227,JAX,JFK,934,373,0.399
2228,JAX,LAS,123,21,0.171
2229,JAX,LGA,93,49,0.527
2230,JAX,MDW,329,106,0.322
2231,JAX,MIA,330,127,0.385
2232,JAX,MSP,181,70,0.387
2233,JAX,ORD,570,265,0.465
2234,JAX,PHL,379,107,0.282
2235,JFK,ABQ,271,113,0.417
2236,JFK,ACK,330,92,0.279
2237,JFK,ATL,1887,608,0.322
2238,JFK,AUS,1562,582,0.373
2239,JFK,BNA,304,112,0.368
2240,JFK,BOS,4892,1936,0.396
2241,JFK,BQN,441,221,0.501
2242,JFK,BTV,1000,389,0.389
2243,JFK,BUF,2402,873,0.363
2244,JFK,BUR,329,101,0.307
2245,JFK,BWI,301,124,0.412
2246,JFK,CHS,1177,419,0.356
2247,JFK,CLE,280,80,0.286
2248,JFK,CLT,2501,876,0.35
2249,JFK,CMH,526,194,0.369
2250,JFK,CVG,302,109,0.361
2251,JFK,DCA,894,408,0.456
2252,JFK,DEN,806,305,0.378
2253,JFK,DFW,544,150,0.276
2254,JFK,DTW,277,115,0.415
2255,JFK,EGE,105,47,0.448
2256,JFK,FLL,4333,1703,0.393
2257,JFK,HNL,314,165,0.525
2258,JFK,HOU,334,120,0.359
2259,JFK,HYA,81,29,0.358
2260,JFK,IAD,911,349,0.383
2261,JFK,IND,139,53,0.381
2262,JFK,JAC,4,2,0.5
2263,JFK,JAX,940,401,0.427
2264,JFK,LAS,3649,1283,0.352
2265,JFK,LAX,11853,3857,0.325
2266,JFK,LGB,597,201,0.337
2267,JFK,MCO,5249,1918,0.365
2268,JFK,MIA,3524,1359,0.386
2269,JFK,MSP,838,257,0.307
2270,JFK,MSY,1084,347,0.32
2271,JFK,MVY,121,32,0.264
2272,JFK,OAK,279,94,0.337
2273,JFK,ORD,1539,641,0.417
2274,JFK,ORF,109,54,0.495
2275,JFK,PBI,1858,767,0.413
2276,JFK,PDX,844,376,0.445
2277,JFK,PHX,2276,848,0.373
2278,JFK,PIT,158,40,0.253
2279,JFK,PSE,325,179,0.551
2280,JFK,PSP,32,12,0.375
2281,JFK,PWM,1142,436,0.382
2282,JFK,RDU,1489,551,0.37
2283,JFK,RNO,168,57,0.339
2284,JFK,ROC,1071,412,0.385
2285,JFK,RSW,1197,446,0.373
2286,JFK,SAN,1669,586,0.351
2287,JFK,SAT,261,76,0.291
2288,JFK,SAV,657,251,0.382
2289,JFK,SEA,2070,832,0.402
2290,JFK,SFO,8301,2798,0.337
2291,JFK,SJC,284,103,0.363
2292,JFK,SJU,4388,1677,0.382
2293,JFK,SLC,1821,687,0.377
2294,JFK,SMF,279,90,0.323
2295,JFK,SRQ,329,101,0.307
2296,JFK,STT,539,169,0.314
2297,JFK,SYR,982,428,0.436
2298,JFK,TPA,2494,835,0.335
2299,JLN,DFW,629,260,0.413
2300,JMS,DEN,268,99,0.369
2301,JMS,DVL,475,161,0.339
2302,JNU,ANC,1019,390,0.383
2303,JNU,GST,74,40,0.541
2304,JNU,KTN,329,79,0.24
2305,JNU,PSG,328,171,0.521
2306,JNU,SEA,1211,545,0.45
2307,JNU,SIT,745,259,0.348
2308,JNU,YAK,325,128,0.394
2309,KOA,ANC,44,9,0.205
2310,KOA,DEN,83,16,0.193
2311,KOA,HNL,6328,2470,0.39
2312,KOA,LAX,1367,424,0.31
2313,KOA,OAK,333,66,0.198
2314,KOA,OGG,857,276,0.322
2315,KOA,PDX,177,29,0.164
2316,KOA,PHX,284,46,0.162
2317,KOA,SAN,116,8,0.069
2318,KOA,SEA,590,173,0.293
2319,KOA,SFO,681,162,0.238
2320,KOA,SJC,192,38,0.198
2321,KTN,JNU,330,110,0.333
2322,KTN,SEA,1300,527,0.405
2323,KTN,SIT,331,116,0.35
2324,KTN,WRG,326,127,0.39
2325,LAN,ATL,14,8,0.571
2326,LAN,DTW,428,130,0.304
2327,LAN,MSP,515,206,0.4
2328,LAN,ORD,843,306,0.363
2329,LAR,DEN,556,132,0.237
2330,LAS,ABQ,1260,536,0.425
2331,LAS,ALB,274,131,0.478
2332,LAS,AMA,330,105,0.318
2333,LAS,ANC,84,19,0.226
2334,LAS,ATL,4075,1243,0.305
2335,LAS,AUS,1190,531,0.446
2336,LAS,BDL,267,129,0.483
2337,LAS,BHM,333,149,0.447
2338,LAS,BLI,215,38,0.177
2339,LAS,BNA,876,352,0.402
2340,LAS,BOI,654,308,0.471
2341,LAS,BOS,1005,450,0.448
2342,LAS,BUF,544,185,0.34
2343,LAS,BUR,3057,1220,0.399
2344,LAS,BWI,1692,670,0.396
2345,LAS,CAK,47,15,0.319
2346,LAS,CLE,1373,487,0.355
2347,LAS,CLT,1538,574,0.373
2348,LAS,CMH,617,225,0.365
2349,LAS,CVG,641,272,0.424
2350,LAS,DAL,1420,578,0.407
2351,LAS,DCA,327,93,0.284
2352,LAS,DEN,6192,2310,0.373
2353,LAS,DFW,4196,1498,0.357
2354,LAS,DSM,331,120,0.363
2355,LAS,DTW,2922,1007,0.345
2356,LAS,ELP,651,322,0.495
2357,LAS,EWR,1678,425,0.253
2358,LAS,FLL,1024,617,0.603
2359,LAS,FNT,331,133,0.402
2360,LAS,GEG,646,236,0.365
2361,LAS,HNL,808,455,0.563
2362,LAS,HOU,1386,563,0.406
2363,LAS,IAD,1160,371,0.32
2364,LAS,IAH,2757,1011,0.367
2365,LAS,ICT,333,134,0.402
2366,LAS,IND,847,386,0.456
2367,LAS,JAX,123,59,0.48
2368,LAS,JFK,3638,1376,0.378
2369,LAS,LAX,9651,4974,0.515
2370,LAS,LBB,329,201,0.611
2371,LAS,LBE,170,73,0.429
2372,LAS,LGB,1130,423,0.374
2373,LAS,LIT,331,126,0.381
2374,LAS,MAF,554,263,0.475
2375,LAS,MCI,1600,632,0.395
2376,LAS,MCO,936,467,0.499
2377,LAS,MDW,2664,1014,0.381
2378,LAS,MEM,47,11,0.234
2379,LAS,MHT,9,0,0.0
2380,LAS,MIA,1382,589,0.426
2381,LAS,MKE,1087,399,0.367
2382,LAS,MSP,2528,794,0.314
2383,LAS,MSY,698,271,0.388
2384,LAS,OAK,3426,1439,0.42
2385,LAS,OKC,658,308,0.468
2386,LAS,OMA,835,351,0.42
2387,LAS,ONT,1370,720,0.526
2388,LAS,ORD,4182,1509,0.361
2389,LAS,PDX,2571,884,0.344
2390,LAS,PHL,2111,774,0.367
2391,LAS,PHX,5421,2218,0.409
2392,LAS,PIT,598,197,0.329
2393,LAS,RDU,331,144,0.435
2394,LAS,RNO,3193,1170,0.366
2395,LAS,SAN,4055,2052,0.506
2396,LAS,SAT,1271,545,0.429
2397,LAS,SDF,339,160,0.472
2398,LAS,SEA,5003,1693,0.338
2399,LAS,SFO,7812,3134,0.401
2400,LAS,SJC,2777,1154,0.416
2401,LAS,SLC,3734,1420,0.38
2402,LAS,SMF,2475,1013,0.409
2403,LAS,SNA,2399,1025,0.427
2404,LAS,STL,1420,501,0.353
2405,LAS,TPA,570,278,0.488
2406,LAS,TUL,332,155,0.467
2407,LAS,TUS,1096,483,0.441
2408,LAW,DFW,1236,429,0.347
2409,LAX,ABQ,1811,933,0.515
2410,LAX,ANC,381,88,0.231
2411,LAX,ASE,695,394,0.567
2412,LAX,ATL,5614,2117,0.377
2413,LAX,AUS,2579,1065,0.413
2414,LAX,BNA,1624,705,0.434
2415,LAX,BOI,665,307,0.462
2416,LAX,BOS,3995,1348,0.337
2417,LAX,BWI,1102,395,0.358
2418,LAX,BZN,140,77,0.55
2419,LAX,CLD,626,203,0.324
2420,LAX,CLE,800,271,0.339
2421,LAX,CLT,1945,869,0.447
2422,LAX,CMH,584,207,0.354
2423,LAX,COS,639,296,0.463
2424,LAX,CVG,532,210,0.395
2425,LAX,DAL,2450,1188,0.485
2426,LAX,DCA,988,318,0.322
2427,LAX,DEN,5680,2405,0.423
2428,LAX,DFW,6535,2526,0.387
2429,LAX,DTW,1995,855,0.429
2430,LAX,EGE,106,28,0.264
2431,LAX,ELP,908,468,0.515
2432,LAX,EUG,506,217,0.429
2433,LAX,EWR,4531,1505,0.332
2434,LAX,FAT,1999,986,0.493
2435,LAX,FLL,1738,1029,0.592
2436,LAX,GEG,156,68,0.436
2437,LAX,HDN,61,31,0.508
2438,LAX,HNL,5199,2485,0.478
2439,LAX,HOU,1533,828,0.54
2440,LAX,IAD,3494,1070,0.306
2441,LAX,IAH,4174,1965,0.471
2442,LAX,ICT,57,37,0.649
2443,LAX,IND,784,310,0.395
2444,LAX,ITO,260,102,0.392
2445,LAX,JAC,242,100,0.413
2446,LAX,JFK,11851,3972,0.335
2447,LAX,KOA,1379,495,0.359
2448,LAX,LAS,9522,4195,0.441
2449,LAX,LIH,1293,471,0.364
2450,LAX,MCI,991,453,0.457
2451,LAX,MCO,2393,963,0.402
2452,LAX,MDW,1827,831,0.455
2453,LAX,MEM,255,84,0.329
2454,LAX,MIA,3002,1408,0.469
2455,LAX,MKE,376,164,0.436
2456,LAX,MRY,1457,569,0.391
2457,LAX,MSN,1,1,1.0
2458,LAX,MSP,3075,1190,0.387
2459,LAX,MSY,1845,700,0.379
2460,LAX,MTJ,28,19,0.679
2461,LAX,OAK,6060,2821,0.466
2462,LAX,OGG,2693,1025,0.381
2463,LAX,OKC,311,137,0.441
2464,LAX,OMA,63,21,0.333
2465,LAX,ORD,8131,2995,0.368
2466,LAX,PBI,77,43,0.558
2467,LAX,PDX,3267,958,0.293
2468,LAX,PHL,1862,676,0.363
2469,LAX,PHX,7239,3567,0.493
2470,LAX,PIT,250,123,0.492
2471,LAX,PSP,716,279,0.39
2472,LAX,RDM,237,89,0.376
2473,LAX,RDU,803,278,0.346
2474,LAX,RNO,1893,874,0.462
2475,LAX,SAF,222,95,0.428
2476,LAX,SAN,4538,1817,0.4
2477,LAX,SAT,1533,692,0.451
2478,LAX,SBA,1429,508,0.355
2479,LAX,SBP,1341,461,0.344
2480,LAX,SEA,7699,2929,0.38
2481,LAX,SFO,13109,5845,0.446
2482,LAX,SJC,6196,2837,0.458
2483,LAX,SLC,5513,2300,0.417
2484,LAX,SMF,5483,2586,0.472
2485,LAX,SMX,246,66,0.268
2486,LAX,STL,1453,572,0.394
2487,LAX,TPA,599,299,0.499
2488,LAX,TUS,2617,1247,0.476
2489,LBB,AMA,0,0,
2490,LBB,AUS,310,58,0.187
2491,LBB,DAL,1529,490,0.32
2492,LBB,DEN,589,238,0.404
2493,LBB,DFW,667,307,0.46
2494,LBB,HOU,7,5,0.714
2495,LBB,IAH,1028,357,0.347
2496,LBB,LAS,328,95,0.29
2497,LBE,FLL,272,86,0.316
2498,LBE,LAS,173,56,0.324
2499,LBE,MCO,310,157,0.506
2500,LBE,MYR,193,50,0.259
2501,LBE,ORD,146,78,0.534
2502,LBE,RSW,64,26,0.406
2503,LBE,TPA,87,20,0.23
2504,LCH,DFW,748,282,0.377
2505,LCH,IAH,1054,211,0.2
2506,LEX,ATL,2251,707,0.314
2507,LEX,DCA,2,0,0.0
2508,LEX,DFW,737,248,0.336
2509,LEX,DTW,488,130,0.266
2510,LEX,IAH,306,134,0.438
2511,LEX,LGA,41,13,0.317
2512,LEX,MSP,54,40,0.741
2513,LEX,ORD,1921,521,0.271
2514,LFT,ATL,1180,548,0.464
2515,LFT,BHM,0,0,
2516,LFT,DEN,161,59,0.366
2517,LFT,DFW,1541,593,0.385
2518,LFT,IAH,2123,752,0.354
2519,LGA,AGS,1,0,0.0
2520,LGA,ATL,7953,2686,0.338
2521,LGA,BGR,53,18,0.34
2522,LGA,BHM,438,224,0.511
2523,LGA,BNA,2239,908,0.406
2524,LGA,BOS,6658,2711,0.407
2525,LGA,BTV,43,16,0.372
2526,LGA,BUF,365,148,0.405
2527,LGA,BZN,10,3,0.3
2528,LGA,CAE,394,166,0.421
2529,LGA,CAK,479,208,0.434
2530,LGA,CHO,355,153,0.431
2531,LGA,CHS,138,51,0.37
2532,LGA,CLE,2466,790,0.32
2533,LGA,CLT,3559,1320,0.371
2534,LGA,CMH,1316,645,0.49
2535,LGA,CVG,101,29,0.287
2536,LGA,DAL,2465,746,0.303
2537,LGA,DAY,362,185,0.511
2538,LGA,DCA,3960,1662,0.42
2539,LGA,DEN,3194,1182,0.37
2540,LGA,DFW,4333,1422,0.328
2541,LGA,DSM,1,1,1.0
2542,LGA,DTW,4255,1715,0.403
2543,LGA,EYW,1,1,1.0
2544,LGA,FLL,5169,2098,0.406
2545,LGA,GRR,200,98,0.49
2546,LGA,GSO,1160,531,0.458
2547,LGA,GSP,4,2,0.5
2548,LGA,HOU,884,265,0.3
2549,LGA,IAD,172,96,0.558
2550,LGA,IAH,2215,727,0.328
2551,LGA,ILM,72,42,0.583
2552,LGA,IND,150,63,0.42
2553,LGA,JAX,91,37,0.407
2554,LGA,LEX,41,14,0.341
2555,LGA,LIT,68,66,0.971
2556,LGA,MCI,658,295,0.448
2557,LGA,MCO,3818,1532,0.401
2558,LGA,MDW,2102,783,0.373
2559,LGA,MEM,34,15,0.441
2560,LGA,MHT,121,68,0.562
2561,LGA,MIA,6146,2231,0.363
2562,LGA,MKE,1154,411,0.356
2563,LGA,MSN,137,62,0.453
2564,LGA,MSP,2107,755,0.358
2565,LGA,MSY,448,162,0.362
2566,LGA,MTJ,2,0,0.0
2567,LGA,MYR,618,357,0.578
2568,LGA,OMA,122,67,0.549
2569,LGA,ORD,9179,3154,0.344
2570,LGA,ORF,447,217,0.485
2571,LGA,PBI,2839,1152,0.406
2572,LGA,PHL,176,41,0.233
2573,LGA,PIT,165,75,0.455
2574,LGA,PWM,53,16,0.302
2575,LGA,RDU,1775,858,0.483
2576,LGA,RIC,1283,511,0.398
2577,LGA,ROC,165,63,0.382
2578,LGA,RSW,750,276,0.368
2579,LGA,SAV,417,163,0.391
2580,LGA,SDF,257,176,0.685
2581,LGA,SRQ,422,195,0.462
2582,LGA,STL,1521,604,0.397
2583,LGA,SYR,69,30,0.435
2584,LGA,TPA,1902,669,0.352
2585,LGA,TVC,44,16,0.364
2586,LGA,TYS,61,44,0.721
2587,LGA,XNA,477,209,0.438
2588,LGB,ANC,118,62,0.525
2589,LGB,AUS,472,156,0.331
2590,LGB,BOS,273,106,0.388
2591,LGB,JFK,597,231,0.387
2592,LGB,LAS,1131,397,0.351
2593,LGB,OAK,992,256,0.258
2594,LGB,PDX,748,251,0.336
2595,LGB,PHX,1,1,1.0
2596,LGB,SEA,784,295,0.376
2597,LGB,SFO,989,457,0.462
2598,LGB,SLC,1945,528,0.271
2599,LGB,SMF,654,235,0.359
2600,LIH,DEN,41,7,0.171
2601,LIH,HNL,5845,2080,0.356
2602,LIH,LAX,1286,317,0.247
2603,LIH,OAK,190,30,0.158
2604,LIH,OGG,1318,578,0.439
2605,LIH,PDX,101,20,0.198
2606,LIH,PHX,334,49,0.147
2607,LIH,SAN,199,41,0.206
2608,LIH,SEA,559,149,0.267
2609,LIH,SFO,424,91,0.215
2610,LIH,SJC,190,25,0.132
2611,LIT,ATL,1959,460,0.235
2612,LIT,BWI,312,126,0.404
2613,LIT,DAL,1002,336,0.335
2614,LIT,DEN,587,227,0.387
2615,LIT,DFW,1264,621,0.491
2616,LIT,DTW,272,70,0.257
2617,LIT,IAH,1751,632,0.361
2618,LIT,LAS,332,111,0.334
2619,LIT,LGA,67,47,0.701
2620,LIT,MDW,318,128,0.403
2621,LIT,ORD,1937,797,0.411
2622,LIT,PHX,331,76,0.23
2623,LNK,ATL,318,67,0.211
2624,LNK,DEN,752,221,0.294
2625,LNK,MSP,380,179,0.471
2626,LNK,ORD,1114,417,0.374
2627,LRD,DFW,1230,407,0.331
2628,LRD,HRL,0,0,
2629,LRD,IAH,897,257,0.287
2630,LSE,MSP,483,119,0.246
2631,LSE,ORD,1098,299,0.272
2632,LWS,SLC,588,97,0.165
2633,MAF,DAL,1483,607,0.409
2634,MAF,DEN,1049,308,0.294
2635,MAF,DFW,1073,517,0.482
2636,MAF,HOU,1090,331,0.304
2637,MAF,IAH,2004,655,0.327
2638,MAF,LAS,553,176,0.318
2639,MBS,ATL,9,7,0.778
2640,MBS,DTW,436,146,0.335
2641,MBS,MSP,74,25,0.338
2642,MBS,ORD,1135,345,0.304
2643,MCI,ABQ,315,132,0.419
2644,MCI,ATL,3461,925,0.267
2645,MCI,AUS,0,0,
2646,MCI,BNA,1085,378,0.348
2647,MCI,BOS,585,267,0.456
2648,MCI,BWI,787,270,0.343
2649,MCI,CLT,1231,461,0.374
2650,MCI,CVG,74,18,0.243
2651,MCI,DAL,2138,814,0.381
2652,MCI,DCA,627,222,0.354
2653,MCI,DEN,2096,884,0.422
2654,MCI,DFW,2499,952,0.381
2655,MCI,DLH,1,1,1.0
2656,MCI,DTW,1414,417,0.295
2657,MCI,EWR,597,217,0.363
2658,MCI,FLL,325,85,0.262
2659,MCI,HOU,595,188,0.316
2660,MCI,IAD,6,1,0.167
2661,MCI,IAH,1671,677,0.405
2662,MCI,IND,600,270,0.45
2663,MCI,LAS,1600,508,0.318
2664,MCI,LAX,974,424,0.435
2665,MCI,LGA,662,270,0.408
2666,MCI,LNK,1,1,1.0
2667,MCI,MCO,896,308,0.344
2668,MCI,MDW,2390,773,0.323
2669,MCI,MIA,203,80,0.394
2670,MCI,MKE,611,224,0.367
2671,MCI,MSP,1897,686,0.362
2672,MCI,MSY,331,91,0.275
2673,MCI,OAK,296,106,0.358
2674,MCI,ORD,2065,833,0.403
2675,MCI,PDX,333,89,0.267
2676,MCI,PHX,1816,670,0.369
2677,MCI,RSW,50,6,0.12
2678,MCI,SAN,479,163,0.34
2679,MCI,SEA,488,168,0.344
2680,MCI,SFO,568,234,0.412
2681,MCI,SLC,610,104,0.17
2682,MCI,SNA,40,14,0.35
2683,MCI,STL,1200,362,0.302
2684,MCI,TPA,489,176,0.36
2685,MCO,ABQ,99,22,0.222
2686,MCO,ACY,788,341,0.433
2687,MCO,ALB,671,245,0.365
2688,MCO,ATL,8144,2436,0.299
2689,MCO,AUS,989,297,0.3
2690,MCO,BDL,1647,637,0.387
2691,MCO,BHM,653,192,0.294
2692,MCO,BMI,33,25,0.758
2693,MCO,BNA,1389,489,0.352
2694,MCO,BOS,2797,1192,0.426
2695,MCO,BQN,439,200,0.456
2696,MCO,BUF,1512,601,0.397
2697,MCO,BWI,3046,1140,0.374
2698,MCO,CAK,542,184,0.339
2699,MCO,CLE,1374,540,0.393
2700,MCO,CLT,2937,1081,0.368
2701,MCO,CMH,1042,363,0.348
2702,MCO,CVG,884,339,0.383
2703,MCO,DAL,1009,225,0.223
2704,MCO,DAY,345,145,0.42
2705,MCO,DCA,3297,1200,0.364
2706,MCO,DEN,2853,985,0.345
2707,MCO,DFW,3741,1290,0.345
2708,MCO,DTW,2623,885,0.337
2709,MCO,EWR,4688,1780,0.38
2710,MCO,FLL,664,283,0.426
2711,MCO,FNT,335,125,0.373
2712,MCO,GRR,303,103,0.34
2713,MCO,HOU,1408,374,0.266
2714,MCO,HPN,1206,540,0.448
2715,MCO,IAD,1637,759,0.464
2716,MCO,IAH,2588,1034,0.4
2717,MCO,ILG,61,41,0.672
2718,MCO,IND,1274,474,0.372
2719,MCO,ISP,1041,384,0.369
2720,MCO,JFK,5245,2253,0.43
2721,MCO,LAS,939,293,0.312
2722,MCO,LAX,2402,872,0.363
2723,MCO,LBE,312,176,0.564
2724,MCO,LGA,3813,1599,0.419
2725,MCO,MCI,900,305,0.339
2726,MCO,MDT,85,25,0.294
2727,MCO,MDW,2510,861,0.343
2728,MCO,MEM,379,138,0.364
2729,MCO,MHT,689,249,0.361
2730,MCO,MIA,3009,1185,0.394
2731,MCO,MKE,1240,479,0.386
2732,MCO,MSN,16,5,0.312
2733,MCO,MSP,1583,542,0.342
2734,MCO,MSY,1144,386,0.337
2735,MCO,OMA,129,44,0.341
2736,MCO,ORD,4348,1845,0.424
2737,MCO,ORF,427,173,0.405
2738,MCO,ORH,317,66,0.208
2739,MCO,PHL,4782,2106,0.44
2740,MCO,PHX,1282,454,0.354
2741,MCO,PIT,1448,612,0.423
2742,MCO,PSE,412,185,0.449
2743,MCO,PVD,1991,860,0.432
2744,MCO,PWM,7,1,0.143
2745,MCO,RDU,973,336,0.345
2746,MCO,RIC,680,332,0.488
2747,MCO,ROC,393,126,0.321
2748,MCO,SAN,502,130,0.259
2749,MCO,SAT,495,164,0.331
2750,MCO,SDF,366,136,0.372
2751,MCO,SEA,437,169,0.387
2752,MCO,SFO,790,249,0.315
2753,MCO,SJU,3537,1567,0.443
2754,MCO,SLC,1236,414,0.335
2755,MCO,STL,1518,537,0.354
2756,MCO,SWF,329,113,0.343
2757,MCO,SYR,334,154,0.461
2758,MCO,TTN,474,234,0.494
2759,MDT,ATL,948,212,0.224
2760,MDT,CLT,123,42,0.341
2761,MDT,DEN,2,2,1.0
2762,MDT,DTW,518,123,0.237
2763,MDT,MCO,85,30,0.353
2764,MDT,ORD,1534,462,0.301
2765,MDW,ABQ,646,267,0.413
2766,MDW,ALB,658,323,0.491
2767,MDW,ATL,4440,1378,0.31
2768,MDW,AUS,857,362,0.422
2769,MDW,BDL,860,374,0.435
2770,MDW,BHM,619,234,0.378
2771,MDW,BNA,2017,796,0.395
2772,MDW,BOI,63,43,0.683
2773,MDW,BOS,1344,662,0.493
2774,MDW,BUF,946,378,0.4
2775,MDW,BWI,1905,808,0.424
2776,MDW,CHS,538,191,0.355
2777,MDW,CLE,1766,740,0.419
2778,MDW,CLT,619,272,0.439
2779,MDW,CMH,1776,761,0.428
2780,MDW,DAL,1941,694,0.358
2781,MDW,DCA,2720,885,0.325
2782,MDW,DEN,2647,994,0.376
2783,MDW,DSM,632,262,0.415
2784,MDW,DTW,2751,1036,0.377
2785,MDW,EWR,1691,744,0.44
2786,MDW,FLL,1140,454,0.398
2787,MDW,GEG,62,33,0.532
2788,MDW,GSP,615,273,0.444
2789,MDW,HOU,2027,821,0.405
2790,MDW,IAD,655,221,0.337
2791,MDW,ICT,602,233,0.387
2792,MDW,JAX,327,130,0.398
2793,MDW,LAS,2705,1048,0.387
2794,MDW,LAX,1821,814,0.447
2795,MDW,LGA,2064,977,0.473
2796,MDW,LIT,319,143,0.448
2797,MDW,MCI,2400,951,0.396
2798,MDW,MCO,2522,905,0.359
2799,MDW,MEM,607,263,0.433
2800,MDW,MHT,859,349,0.406
2801,MDW,MSP,2906,1297,0.446
2802,MDW,MSY,851,296,0.348
2803,MDW,OAK,982,444,0.452
2804,MDW,OKC,332,100,0.301
2805,MDW,OMA,1653,751,0.454
2806,MDW,ONT,321,137,0.427
2807,MDW,ORF,527,252,0.478
2808,MDW,PBI,7,1,0.143
2809,MDW,PDX,642,264,0.411
2810,MDW,PHL,1810,783,0.433
2811,MDW,PHX,2221,875,0.394
2812,MDW,PIT,1702,683,0.401
2813,MDW,PNS,30,3,0.1
2814,MDW,PVD,861,353,0.41
2815,MDW,PWM,9,2,0.222
2816,MDW,RDU,1037,402,0.388
2817,MDW,RNO,216,89,0.412
2818,MDW,ROC,502,261,0.52
2819,MDW,RSW,1157,393,0.34
2820,MDW,SAN,1151,524,0.455
2821,MDW,SAT,681,316,0.464
2822,MDW,SDF,1128,472,0.418
2823,MDW,SEA,1015,501,0.494
2824,MDW,SFO,755,327,0.433
2825,MDW,SJC,328,126,0.384
2826,MDW,SLC,763,309,0.405
2827,MDW,SMF,409,177,0.433
2828,MDW,SNA,155,76,0.49
2829,MDW,STL,2093,911,0.435
2830,MDW,TPA,1417,541,0.382
2831,MDW,TTN,44,33,0.75
2832,MDW,TUL,324,141,0.435
2833,MDW,TUS,495,220,0.444
2834,MEI,DFW,327,131,0.401
2835,MEI,PIB,561,193,0.344
2836,MEM,ATL,3081,865,0.281
2837,MEM,AUS,8,2,0.25
2838,MEM,BWI,380,155,0.408
2839,MEM,CLT,674,292,0.433
2840,MEM,CVG,106,53,0.5
2841,MEM,DAL,461,174,0.377
2842,MEM,DEN,739,309,0.418
2843,MEM,DFW,835,283,0.339
2844,MEM,DTW,400,101,0.252
2845,MEM,EWR,935,280,0.299
2846,MEM,HOU,616,205,0.333
2847,MEM,IAD,71,24,0.338
2848,MEM,IAH,1650,623,0.378
2849,MEM,LAS,47,7,0.149
2850,MEM,LAX,257,68,0.265
2851,MEM,LGA,40,10,0.25
2852,MEM,MCO,380,126,0.332
2853,MEM,MDW,600,175,0.292
2854,MEM,MIA,146,43,0.295
2855,MEM,MSP,464,154,0.332
2856,MEM,ORD,2104,753,0.358
2857,MEM,SLC,55,10,0.182
2858,MEM,TPA,332,113,0.34
2859,MFE,DFW,1403,407,0.29
2860,MFE,IAH,1891,551,0.291
2861,MFR,DEN,511,164,0.321
2862,MFR,SFO,1267,483,0.381
2863,MFR,SLC,652,112,0.172
2864,MGM,ATL,2185,942,0.431
2865,MGM,DFW,922,339,0.368
2866,MHK,DFW,946,311,0.329
2867,MHK,ORD,616,198,0.321
2868,MHT,ATL,327,33,0.101
2869,MHT,BWI,2163,635,0.294
2870,MHT,DTW,374,102,0.273
2871,MHT,EWR,667,275,0.412
2872,MHT,FLL,7,4,0.571
2873,MHT,LAS,9,4,0.444
2874,MHT,LGA,121,58,0.479
2875,MHT,MCO,690,159,0.23
2876,MHT,MDW,842,226,0.268
2877,MHT,ORD,473,175,0.37
2878,MHT,PHX,1,1,1.0
2879,MHT,TPA,441,99,0.224
2880,MIA,ATL,5110,1675,0.328
2881,MIA,AUS,205,83,0.405
2882,MIA,BDL,369,182,0.493
2883,MIA,BHM,536,218,0.407
2884,MIA,BNA,51,16,0.314
2885,MIA,BOS,2274,1056,0.464
2886,MIA,BWI,1081,481,0.445
2887,MIA,CHS,248,105,0.423
2888,MIA,CLE,255,107,0.42
2889,MIA,CLT,2938,763,0.26
2890,MIA,CMH,587,223,0.38
2891,MIA,CVG,600,202,0.337
2892,MIA,DCA,2918,1296,0.444
2893,MIA,DEN,1333,667,0.5
2894,MIA,DFW,3614,1294,0.358
2895,MIA,DTW,1194,391,0.327
2896,MIA,EGE,122,31,0.254
2897,MIA,EWR,2646,1122,0.424
2898,MIA,EYW,535,165,0.308
2899,MIA,GNV,572,225,0.393
2900,MIA,GSO,146,63,0.432
2901,MIA,GSP,1,0,0.0
2902,MIA,IAD,802,398,0.496
2903,MIA,IAH,2840,1097,0.386
2904,MIA,JAX,326,107,0.328
2905,MIA,JFK,3521,1532,0.435
2906,MIA,LAS,1390,451,0.324
2907,MIA,LAX,3004,1220,0.406
2908,MIA,LGA,6109,2631,0.431
2909,MIA,MCI,203,108,0.532
